url,title,description,reason
https://actualidadpanamericana.com/festival-de-cine-de-cartagena-fcci-rendira-homenaje-a-esperanza-gomez/,Festival de Cine de Cartagena (FCCI) rendirá homenaje a Esperanza Gómez,La edición número 55 del Festival Internacional de Cine de Cartagena de Indias (FCCI) que comenzó ayer y finalizará el...,place_only_no_political_context
https://actualidadpanamericana.com/despiden-al-maradona-que-agredio-a-periodista-en-bogota/,Despiden al Maradona que agredió a periodista en Bogotá - Actualidad Panamericana,Ramón Benítez Cañete es el nombre del actor que perdió su trabajo como Maradona luego de perder los estribos -o...,place_only_no_political_context
https://actualidadpanamericana.com/ya-funciona-en-medellin-el-primer-call-center-operado-por-loras/,Ya funciona en Medellín el primer call center operado por loras - Actualidad Panamericana,"Medellín, capital universal de la innovación, es sede de un nuevo proyecto tecnológico que puede revolucionar el servicio al cliente en el...",place_only_no_political_context
https://actualidadpanamericana.com/correo-de-la-noche-nuevo-aliado-comercial-de-la-seleccion-colombia/,Correo de la noche nuevo aliado comercial de la Selección Colombia - Actualidad Panamericana,En rueda de prensa que tendrá lugar en la central de despacho del «Correo de la noche» -servicio de entrega...,place_only_no_political_context
https://actualidadpanamericana.com/desabastecimiento-total-de-mecato-y-golosinas-tras-marcha-de-la-marihuana-en-medellin/,"Desabastecimiento total de ""mecato"" y ""galguerías"" tras marcha de la marihuana en Medellín","Una inesperada y peculiar crisis de desabastecimiento de pasabocas, comidas rápidas y, en general, todo lo que se considera “mecato,...",place_only_no_political_context
https://actualidadpanamericana.com/ninos-de-colombia-renuncian-a-ser-el-futuro-del-pais/,"Niños de Colombia renuncian a ser el ""futuro del país""","Mediante un comunicado divulgado hoy, la Central Unitaria de Niños de Colombia dio a conocer “su voluntad unánime de renunciar formalmente...",place_only_no_political_context
https://actualidadpanamericana.com/santander-tiene-competencia-encuentran-en-cali-las-hormigas-tetonas/,Santander tiene competencia: encuentran en Cali las hormigas tetonas - Actualidad Panamericana,"En el Norte de Cali, un equipo de investigadores de la Universidad del Valle halló esta semana una nueva especie...",place_only_no_political_context
https://actualidadpanamericana.com/disturbios-cali/,Escándalo: linchan cocinera en Cali por ponerle bocadillo a pandebonos - Actualidad Panamericana,Un brote de ira y violencia contra una cocinera experimental se presentó hoy en Cali a raíz de un incidente culinario...,place_only_no_political_context
https://actualidadpanamericana.com/colombianos-carecen-de-gen-que-permite-pensar-en-los-demas-confirman-cientificos/,"Colombianos carecen de gen que permite pensar en los demás, confirman científicos",El hallazgo corrió por cuenta del departamento de investigaciones en genética y etología aplicada de la Universidad de Alabama. Esta...,place_only_no_political_context
https://actualidadpanamericana.com/aviones-de-viva-colombia-estrenan-aviso-que-indica-cuando-aplaudir/,Aviones de Viva Colombia estrenan aviso que indica cuando aplaudir,Los nuevos aviones Airbus A320 de la aerolínea de bajo costo Viva Colombia incluyen un aditamento que promete dar mucho...,place_only_no_political_context
