claim,description,date,rating,url
Registrador extiende elección una hora a petición de presidente Petro,La cuenta desinformadora ataca a la Registraduría pero la jornada electoral cerró a las 4 p.m. el horario de ley con quienes estaban en fila para sufragar.,28/10/2025,Falso,https://colombiacheck.com/chequeos/impacto-247-inventa-falso-alargue-de-una-hora-en-la-votacion-de-la-consulta-del-pacto
Resolución de cierre fronterizo de Venezuela por elecciones del 28 de julio,Es cierto que el gobierno nacional ordenó el cierre de fronteras terrestres marítimas y aéreas desde las 12:01 am del viernes 26 de julio pero no hasta las 8:00 am del lunes 29 como lo indica una imagen que circula por Whatsapp sino hasta las 11:59 pm. El paso terrestre es el mayormente afectado mientras que los vuelos comerciales se mantienen con normalidad.,28/07/2024,Verdadero pero...,https://colombiacheck.com/chequeos/venezuela-cerro-sus-fronteras-temporalmente-por-los-comicios-del-28-j
Pinocho advierte a De la Espriella que el país se va a enterar de la verdad,No existen registros de la frase que le atribuyen. En entrevista con Semana el líder de las ACSN habló de someterse a la justicia con garantías.,17/09/2026,Falso,https://colombiacheck.com/chequeos/pinocho-no-advirtio-que-el-pais-se-va-enterar-de-la-verdad-si-de-la-espriella-lo-confronta
De la Armada me informan abstenerse de visitar centros comerciales en Bogot,La institución desmintió el mensaje que circula en WhatsApp y otras redes. La Policía Nacional también dijo que era mentira.,13/06/2025,Falso,https://colombiacheck.com/chequeos/cadena-falsamente-atribuida-la-armada-alerta-sobre-ataques-en-bogota
Joven de la foto es el sicario que atentó contra Miguel Uribe,El adolescente falsamente vinculado no responde al nombre ni a las características del atacante quien fue registrado en numerosos videos.,10/06/2025,Falso,https://colombiacheck.com/chequeos/ni-este-joven-es-el-sicario-que-atento-contra-miguel-uribe-ni-habita-en-bogota
Profesora de Fecode agredió a alumna porque papás votaron por Abelardo,La grabación corresponde a un caso ocurrido en un colegio en Morazán en el norte del país centroamericano. No tiene relación con Abelardo de la Espriella.,30/07/2026,Falso,https://colombiacheck.com/chequeos/video-de-supuesta-docente-de-fecode-que-agrede-una-alumna-no-es-de-colombia-sino-de
Últim ahora: Bukele insta venezolanos a ser agresivos para botar al régimen,Como de “última hora” presentan la respuesta que el presidente salvadoreño dio durante una entrevista a NTN24 hace seis años.,11/09/2025,Cuestionable,https://colombiacheck.com/chequeos/declaraciones-de-bukele-que-instan-venezolanos-ser-agresivos-para-botar-al-regimen-son
Video demuestra cómo secretario del Senado tacha voto por el Sí,El video que circula en redes sociales no prueba que hubo fraude en la votación. La hoja donde anotaron los votos manuales no tiene tachones.,21/05/2025,Falso,https://colombiacheck.com/chequeos/secretario-del-senado-no-tacho-voto-favor-de-la-consulta-popular-en-la-plenaria-que-la
Gobierno Nacional anunció apagones para este 18 de septiembre,La imagen fue tomada de un medio ecuatoriano pero en redes creyeron que se trataba de un hecho en Colombia y la noticia comenzó a circular por WhatsApp sin enlaces ni aclaraciones.,17/09/2024,Falso,https://colombiacheck.com/chequeos/anuncio-sobre-apagon-de-ocho-horas-el-18-de-septiembre-no-es-en-colombia-sino-en-ecuador
María Fernanda Cabal dijo que si Uribe va preso a EE.UU ella se iría con él,No hay registro de que la senadora del Centro Democrático haya hecho esas declaraciones viralizadas en redes sociales desde la acusación formal de la Fiscalía contra el expresidente.,18/07/2024,Falso,https://colombiacheck.com/chequeos/cabal-no-dijo-que-ella-y-los-80-millones-de-colombianos-se-irian-presos-con-uribe-si-lo
Petro dijo en un trino que hay que perdonar a Freddy Castellanos,Se trata de un montaje que se volvió viral. El presidente negó la desinformación en redes y aseguró que si se demuestra que es culpable el agresor debería estar preso.,08/05/2025,Falso,https://colombiacheck.com/chequeos/petro-no-trino-en-defensa-de-freddy-castellanos-senalado-de-abusos-sexuales-en-un-jardin
Video de antimotines quemado por molotov en una marcha del 3 junio de 2026,El clip fue grabado en el Paro Nacional de 2021 no guarda ninguna relación con las manifestaciones del 3 de junio ni fue grabado cerca a la Universidad Nacional.,09/06/2026,Falso,https://colombiacheck.com/chequeos/video-viejo-de-antimotines-quemado-por-molotov-se-utilizo-para-criticar-marchas-recientes
"""Petro me ordenó robar todo"" ""no me quiero suicidar""",Las supuestas declaraciones del exdirector de la UNGRD en las cuales también asegura que lo “quieren matar como al coronel Dávila” salieron de una cuenta que desinforma con frases falsas.,28/05/2024,Falso,https://colombiacheck.com/chequeos/olmedo-lopez-no-le-dijo-semana-que-petro-le-ordeno-robar-todo-y-que-no-se-queria-suicidar
En esta foto Miguel Polo le carga la sombrilla a María Fernanda Cabal,La imagen original en la que no aparece el representante fue tomada en octubre de 2022 durante una marcha de oposición al gobierno Petro en Barranquilla.,08/05/2024,Falso,https://colombiacheck.com/chequeos/supuesta-foto-de-miguel-polo-polo-sosteniendole-la-sombrilla-maria-fernanda-cabal-es-un
Gobierno Gustavo Petro impone nuevos impuestos en su reforma tributaria,La reforma radicada no contempla gravar las administraciones de conjuntos la venta de un apartamento o impuestos de renta a salarios de hasta cinco millones.,05/09/2025,Cuestionable,https://colombiacheck.com/chequeos/mensajes-contra-nueva-tributaria-mezclan-impuestos-ficticios-y-otros-ya-vigentes-con
Foto de Emilio Tapia en un evento de campaña de Iván Cepeda en Valledupar,La imagen se tomó en una fiesta privada en Valledupar. No existe evidencia de que el candidato presidencial del Pacto Histórico haya estado allí.,13/05/2026,Falso,https://colombiacheck.com/chequeos/foto-de-emilio-tapia-en-festival-vallenato-se-utiliza-como-si-fuera-un-acto-de-campana-de
María Corina Machado promete nuevas guarimbas,No es cierto que María Corina Machado dijera en exclusiva para Infobae que habrá guarimbas si Nicolás Maduro gana la elección. En el Instagram oficial del medio no está esa publicación y tampoco hay información disponible al respecto en la página web.,26/07/2024,Falso,https://colombiacheck.com/chequeos/infobae-publico-articulo-sobre-maria-corina-machado-prometiendo-nuevas-guarimbas
El Costeño era del equipo de seguridad de Nicolás Petro cuando era diputado,No hay evidencia que relacione al señalado de planear el ataque contra el senador y precandidato presidencial con la escolta del exdiputado e hijo del presidente.,02/07/2025,Falso,https://colombiacheck.com/chequeos/el-costeno-vinculado-al-atentado-contra-miguel-uribe-no-era-de-la-seguridad-de-nicolas
Video de Petro bailando vallenato junto al cantante Rafa Pérez en Sta Marta,En redes sociales afirman que el video fue grabado durante el acto de reconocimiento del Estado por el exterminio de la Unión Patriótica en Santa Marta. Pero realmente ocurrió dos días antes en una universidad de Bucaramanga y el protagonista es Omar Lengerke.,19/11/2025,Falso,https://colombiacheck.com/chequeos/hombre-bailando-vallenato-en-video-viral-no-es-el-presidente-gustavo-petro-sino-el-rector
"""Mi primer decreto será ampliar de 4 a 12 años el periodo presidencial""",El montaje utiliza una plantilla de esta emisora pero ni esta ni ningún otro medio han publicado esa supuesta declaración de la senadora y aspirante presidencial.,04/03/2025,Falso,https://colombiacheck.com/chequeos/w-radio-no-publico-supuesta-propuesta-de-cabal-para-ampliar-el-periodo-presidencial-12
ABELARDO DE LA ESPRIELLA PODRÍA IR PRESO POR FALSIFICACIÓN DE FIRMAS,La entidad confirmó que Defensores de la Patria superó el mínimo de rúbricas exigidas. Las irregularidades que señaló se dieron en precandidaturas fallidas.,28/01/2026,Falso,https://colombiacheck.com/chequeos/denuncias-de-registraduria-son-contra-otros-las-firmas-por-de-la-espriella-si-cumplen
El video de Petro en Panamá es un montaje,Usuarios aseguraron que se trató de un montaje pero respaldaron su tesis en el pantallazo de un video publicitario creado por un restaurante en Valledupar.,09/07/2024,Falso,https://colombiacheck.com/chequeos/captura-de-supuesto-montaje-contra-petro-por-video-en-panama-en-realidad-es-una-parodia
La pensión de tu marido fallecido con esta reforma será solo por 1 año,Una publicación compartida antes en Uruguay y Argentina afirma que la reforma pensional restringe este ingreso para personas viudas. El proyecto en Colombia no contempla ese cambio.,17/05/2024,Falso,https://colombiacheck.com/chequeos/desinformacion-sobre-limite-de-pension-de-sobrevivientes-solo-un-ano-es-importada-del-cono
"Video de Cepeda promete ""retaliación"" a ""paisas apátridas""",A pocos días de la segunda vuelta presidencial circula en TikTok un video falso con declaraciones hostiles contra el departamento que el candidato en realidad no dijo.,18/06/2026,Falso,https://colombiacheck.com/chequeos/un-video-manipulado-con-ia-le-atribuye-ivan-cepeda-ataques-contra-antioquia
Tío abuelo de María Fda Cabal fue ministro en la masacre de las bananeras,Decretos oficiales y registros del Ejército demuestran que Alejandro Cabal Pombo asumió el Ministerio de Guerra seis meses después de la matanza.,30/12/2025,Falso,https://colombiacheck.com/chequeos/falso-nexo-de-un-familiar-de-la-senadora-cabal-con-la-masacre-de-las-bananeras-es-una
Jueza llora cuando dice que Juan Monsalve es un perseguido por Uribe,Con una imagen sin contexto en redes señalan falsamente a la funcionaria de conmoverse visiblemente y decir que el testigo Monsalve fue “perseguido”.,29/07/2025,Falso,https://colombiacheck.com/chequeos/la-jueza-heredia-nunca-lloro-en-la-audiencia-donde-declaro-culpable-uribe
El Tiempo: Cepeda propone utilizar modelo de gobierno de Cuba y Venezuela,La imagen imita la identidad visual del medio que nunca publicó esa pieza para endilgarle al candidato un pronunciamiento que no ha hecho.,18/06/2026,Falso,https://colombiacheck.com/chequeos/suplantacion-el-tiempo-atribuye-cepeda-falsa-propuesta-de-aplicar-modelo-de-cuba-y
"Miren quién se goza el ritmo, el mismísimo Elton Jhon",En la grabación original se escucha a la gente corear una de las canciones del artista británico y no la arenga contra el presidente colombiano.,04/10/2024,Falso,https://colombiacheck.com/chequeos/video-de-fuera-petro-en-restaurante-donde-esta-elton-john-es-un-montaje
El Ejército Nacional de Colombia le envía un contundente mensaje a Gustavo,Las imágenes pertenecen a una campaña de propaganda militar de 2015 tienen un audio superpuesto en contra del presidente.,16/05/2024,Falso,https://colombiacheck.com/chequeos/video-con-supuesto-mensaje-del-ejercito-gustavo-petro-es-un-montaje-un-video-oficial-viejo
Video de Trump en el que califica a Petro de socialista y exguerrillo,Las declaraciones son de cuando el republicano siendo presidente y candidato a la reelección criticó el apoyo del entonces senador colombiano a Biden su rival.,21/01/2025,Cuestionable,https://colombiacheck.com/chequeos/video-en-el-que-trump-critica-petro-por-haber-sido-del-m-19-es-de-la-campana-presidencial
Video muestra un tren en Buenaventura para celebrar la gestión de Petro,El propio presidente y sus seguidores ya han caído en presentar como logros otras grabaciones del mismo usuario que las hace como burla al gobierno desde Norteamérica.,25/08/2025,Falso,https://colombiacheck.com/chequeos/video-satirico-sobre-tren-de-buenaventura-atribuido-petro-fue-grabado-en-estados-unidos
Video de las disidencias de las Farc en la Alcaldía de Tibú,El hecho no es reciente. En realidad ocurrió el 14 de julio de 2022 durante el gobierno de Iván Duque.,16/07/2026,Cuestionable,https://colombiacheck.com/chequeos/video-de-disidencias-de-las-farc-en-la-alcaldia-de-tibu-es-de-2022-cuando-petro-aun-no-era
"Cabal trinó ""Felicitaciones al papa Robert Precoz""",No hay registro de que la senadora y precandidata presidencial haya publicado ese mensaje tras el cónclave.,13/05/2025,Falso,https://colombiacheck.com/chequeos/cabal-no-publico-un-trino-de-felicitacion-al-papa-en-el-que-lo-llamo-robert-precoz-y-leon
Juan Guaidó huyó a España por una orden de captura en Estados Unidos,La desinformación hace parte de una campaña del régimen venezolano en contra del opositor. No se ha probado que tenga líos judiciales en su país de asilo.,18/02/2025,Falso,https://colombiacheck.com/chequeos/juan-guaido-no-escapo-espana-por-tener-una-orden-de-captura-en-estados-unidos
Alias 'Silvana' dice en comunicado que Petro ordenó atentado contra Uribe,No hay evidencia del supuesto pronunciamiento de alias ‘Silvana Guerrero’ ni en los canales oficiales de esta guerrilla ni en medios de comunicación.,07/07/2025,Falso,https://colombiacheck.com/chequeos/cabecilla-del-eln-no-aseguro-en-un-comunicado-que-petro-dio-la-orden-de-atentar-contra
Iván Duque bajó el precio de la gasolina 1.200 pesos,La disminución por menor demanda en la pandemia se sostuvo cuando los valores internacionales subieron de nuevo lo que llevó al déficit que obligó al posterior aumento.,02/02/2026,Cuestionable,https://colombiacheck.com/chequeos/baja-en-precio-de-la-gasolina-con-duque-circula-sin-contexto-para-criticar-las-alzas-de
venezolano suplanta cédula de colombiano fallecido para votar elecciones,Esta desinformación ya circuló en las elecciones de 2022. El caso real ocurrió en 2019. Ni el suplantado estaba muerto ni la persona involucrada era extranjera.,07/05/2025,Falso,https://colombiacheck.com/chequeos/foto-de-suplantacion-de-identidad-no-es-reciente-y-el-detenido-no-era-venezolano
Miguel Uribe le dejó a su esposa una mansión y una mega pensión vitalicia,La desinformación da falsos valores de la pensión de sobreviviente y de una supuesta mansión sin bases en la historia laboral o los bienes del asesinado opositor.,03/09/2025,Falso,https://colombiacheck.com/chequeos/ataques-machistas-claudia-tarazona-la-revictimizan-con-mentiras-sobre-la-herencia-de-uribe
