claim,description,date,rating,url
ministro de Hacienda de Colombia anuncia aumento en el precio de la gasolin,Desde el Gobierno no han hecho tal anuncio y por el contrario desmintieron la desinformación que se le atribuye a Ricardo Bonilla.,26/09/2024,Falso,https://colombiacheck.com/chequeos/ministro-de-hacienda-no-ha-dicho-que-aumentara-la-gasolina-18000-por-no-subirle-al-acpm
Vicky Dávila trinó que Petro era culpable de eutanasia de Javier Acosta,El pantallazo que circula en redes sociales es un montaje. La misma directora de Semana lo desmintió en su cuenta de X.,02/09/2024,Falso,https://colombiacheck.com/chequeos/vicky-davila-no-publico-trino-en-el-que-culpa-petro-de-la-eutanasia-de-javier-acosta
Iván Cepeda dice que no irá a debates,El senador y precandidato presidencial del Pacto Histórico no ha dicho que no asistirá sino que prefiere discutir propuestas no intercambiar insultos.,06/11/2025,Falso,https://colombiacheck.com/chequeos/falsas-negativas-debates-atribuidas-ivan-cepeda-siguen-alentando-estigma-que-lo-liga-las
Nicolás Maduro no votó en las elecciones según las actas de la oposición,Estos comprobantes solo muestran el total de votos en una mesa electoral y en el caso de Maduro si no aparece su acta es porque la oposición no la obtuvo. Usuarios petristas y reconocidos desinformadores del chavismo mueven video para descalificar las actas.,06/08/2024,Falso,https://colombiacheck.com/chequeos/actas-de-escrutinio-publicadas-por-la-oposicion-no-pueden-indicar-si-nicolas-maduro-voto
Durante paro armado del ELN se plantó una mula con explosivos,La imagen data de 2016 y corresponde a una protesta de transportadores no a un hecho violento actual.,24/12/2025,Falso,https://colombiacheck.com/chequeos/foto-de-una-mula-en-la-carretera-es-vieja-y-no-corresponde-un-atentado-con-explosivos
83% de las actas de la oposición no tienen metadatos,El influenciador colombiano David Porras insiste en cuestionar las constancias de escrutinio con desinformación que repite los ataques del régimen de Maduro.,22/08/2024,Falso,https://colombiacheck.com/chequeos/falta-de-metadatos-en-actas-publicadas-por-la-oposicion-venezolana-no-es-prueba-de
Miguel Polo Polo dice que Abelardo de la Espriella privatizará la educación,La grabación corresponde a una intervención de 2021 y no guarda relación con la actual campaña presidencial.,17/06/2026,Cuestionable,https://colombiacheck.com/chequeos/video-viejo-donde-polo-polo-habla-de-privatizar-la-educacion-circula-como-si-fuera
Nayib Bukele criticó a Daniel Noboa en su discurso de posesión presidencial,Un audio manipulado con la voz del presidente de El Salvador publicado en una cuenta paródica desinforma sobre la relación entre los mandatarios.,13/06/2024,Falso,https://colombiacheck.com/chequeos/supuesto-audio-con-criticas-de-bukele-al-presidente-de-ecuador-seria-montaje-con
Iván Cepeda convoca en video a milicias universitarias,El ‘deepfake’ altera un discurso del candidato presidencial izquierdista que en realidad trata sobre la búsqueda de un acuerdo nacional pacífico.,19/06/2026,Falso,https://colombiacheck.com/chequeos/video-manipulado-con-ia-acusa-ivan-cepeda-de-hacer-llamado-violento-milicias
"Gobierno Petro ha creado medio millón de empresas, mismas que Duque cerró",El presidente difundió un trino de una cuenta desinformadora que tras críticas de Fenalco defendió al gobierno con cifras fuera de contexto.,08/10/2024,Cuestionable,https://colombiacheck.com/chequeos/medio-millon-de-empresas-creadas-con-las-que-petro-saca-pecho-en-realidad-muestra-una
este gobierno no tenga los recursos del presupuesto nacional,Cortaron un discurso de la senadora en el cual acusó a la actual administración de usar el presupuesto nacional para llenar “los bolsillos de sus congresistas corruptos”.,23/05/2025,Cuestionable,https://colombiacheck.com/chequeos/paloma-valencia-hablo-de-evitar-el-acceso-del-gobierno-petro-recursos-pero-para-la
Quitan la bandera de Colombia para poner la de Palestina en Casa de Nariño,La foto original es de un asta vacía en la sede de Gobierno. Lina Garrido la publicó con una pregunta retórica como crítica a Petro por sus posiciones sobre Gaza y Venezuela.,17/09/2025,Falso,https://colombiacheck.com/chequeos/derechistas-difunden-montaje-de-bandera-palestina-en-lugar-de-la-colombiana-en-la-casa-de
Trump estudia invadir Colombia por vínculos de Petro con cárteles,El avatar generado con inteligencia artificial se dedica a difundir mentiras y tergiversaciones en contra de los presidentes de izquierda de América Latina.,10/03/2025,Falso,https://colombiacheck.com/chequeos/tiktoker-creada-con-ia-desinforma-sobre-supuesta-intervencion-militar-de-trump-contra
"Yo no creo en Dios, eso es pura carreta",Una entrevista del candidato fue alterada con inteligencia artificial. En la conversación real el precandidato presidencial contó cómo se había convertido luego de ser ateo.,23/12/2025,Falso,https://colombiacheck.com/chequeos/de-la-espriella-no-admitio-que-es-carreta-que-cree-en-dios-el-video-fue-manipulado-con-ia
Centro Democrático hundió ley de financiamiento que favorecía al Icetex,El proyecto rechazado por varios partidos no incluía esa medida. La desinformación usa una foto de Uribe con indicios de uso de IA.,07/03/2025,Falso,https://colombiacheck.com/chequeos/centro-democratico-no-hundio-ley-de-financiamiento-que-reducia-0-los-intereses-del-icetex
"Portada de Semana ""La candidata que une a Colombia Paloma Valencia""",La imagen corresponde a un montaje. La edición real fue publicada el 25 de abril y llevó por título “Las alianzas de Paloma”.,08/05/2026,Falso,https://colombiacheck.com/chequeos/semana-no-publico-portada-de-paloma-valencia-titulada-la-candidata-que-une-colombia
Adele salió con una bandera de Colombia en apoyo a Petro y a Gaza,La cantante sostuvo el tricolor nacional en un concierto en Las Vegas en septiembre de 2023 porque un fan se la regaló. No hubo ningún gesto o palabra sobre el presidente ni su apoyo a Palestina.,14/08/2025,Falso,https://colombiacheck.com/chequeos/video-de-adele-con-la-bandera-de-colombia-es-viejo-y-no-tiene-nada-que-ver-con-petro-ni-0
"imagen de una valla que dice ""Uribe a la cárcel. Córdoba te odia""",La imagen de la pancarta fue manipulada digitalmente y se basa en otra que fue publicada en 2020 con el mensaje “Uribe en libertad Córdoba te apoya”.,06/08/2025,Falso,https://colombiacheck.com/chequeos/montaje-de-valla-uribe-en-la-carcel-cordoba-te-odia-fue-hecho-sobre-otro-con-el-mensaje
Al que llevaba esta bandera Fuera Petro lo cogieron queriéndose colar,Reportes de noticias y diferencias en los tatuajes y las camisetas de los dos hombres prueban que son distintas personas.,19/07/2024,Falso,https://colombiacheck.com/chequeos/hincha-agredido-por-policia-en-la-final-de-la-copa-america-no-fue-el-de-la-bandera-de
Las EPS prestarían mejor servicio si los usuarios no se enfermarán: Miguel,No existe registro de la supuesta declaración. Se trata de un montaje con la identidad gráfica de la emisora para atacar al senador y precandidato presidencial.,19/02/2025,Falso,https://colombiacheck.com/chequeos/miguel-uribe-no-dijo-en-w-radio-que-eps-prestarian-mejor-servicio-si-los-usuarios-no-se
Ministerio de Educación ofrece cursos de grado gratis de educación infantil,La publicación ofrece una titulación gratuita en educación infantil en solo cuatro semanas pero lleva a un sitio web con alerta de ‘phishing’.,21/06/2024,Falso,https://colombiacheck.com/chequeos/anuncio-de-facebook-sobre-supuesto-curso-de-mineducacion-podria-ser-una-carnada-para-robar
Video reciente de Petro llegando al Catatumbo,Cuentas petristas mueven el video viejo como si fuera reciente para defender al presidente de las críticas por la actual crisis del conflicto armado en esa región de Norte de Santander.,22/01/2025,Falso,https://colombiacheck.com/chequeos/este-video-de-recibimiento-petro-en-visita-al-catatumbo-es-de-inicios-de-su-gobierno
Álvaro Uribe es abucheado en la universidad Agustiniana,Ocurrió en abril de 2024. La desinformación movida por cuentas petristas se suma a otras tergiversaciones similares contra el expresidente.,02/09/2025,Cuestionable,https://colombiacheck.com/chequeos/video-de-uribe-abucheado-en-uniagustiniana-es-viejo-y-no-despues-de-salir-de-su-casa-por
Imagen muestra a Julio Nava como habitante de calle junto a Petro,La imagen falsa se basa en fotografías del presidente y del cantante (aspirante a la Cámara por la oposición) que fueron tomadas en fechas y contextos diferentes.,26/12/2025,Falso,https://colombiacheck.com/chequeos/montaje-de-petro-junto-julio-nava-como-habitante-de-calle-fue-generado-con-ia
"""Me voy a portar bien para que no me extraditen"": Armando Benedetti",No hay registros de esas declaraciones en medios confiables ni en las redes sociales del ministro del Interior.,15/07/2026,Falso,https://colombiacheck.com/chequeos/armando-benedetti-no-ha-dicho-me-voy-portar-bien-para-que-no-me-extraditen
En una mesa donde votaron 85 personas le pusieron 528 votos a Abelardo,Es un montaje. El formulario original de la Registraduría muestra 22 votos para De la Espriella en esa mesa no 528.,01/06/2026,Falso,https://colombiacheck.com/chequeos/cuentas-petristas-difunden-e-14-falso-donde-de-la-espriella-tiene-un-supuesto-tachon-de
Edmundo Gutiérrez juró como presidente tras captura de Nicolás Maduro.,Las imágenes son de 2025 cuando Ecuador le impuso una medalla al reconocido por ese país como presidente de Venezuela quien no ha podido asumir el cargo.,13/01/2026,Falso,https://colombiacheck.com/chequeos/video-de-condecoracion-edmundo-gonzalez-circula-como-falsa-juramentacion-de-mandato-post
Gustavo Petro consiguió cargo de asesor internacional en México,Publicaciones en Facebook lo promocionan con un supuesto cargo sobre justicia social y transición energética. No hay evidencia de ese nombramiento.,09/09/2026,Falso,https://colombiacheck.com/chequeos/petro-viajo-mexico-para-dar-una-conferencia-en-la-unam-no-para-asumir-como-asesor
Álvaro Uribe: Bajar la gasolina trae pobreza,No hay registro de que el exmandatario haya calificado el ajuste de esa manera. Aunque sí lo consideró como una estrategia “electorera”.,22/01/2026,Cuestionable,https://colombiacheck.com/chequeos/uribe-ha-criticado-baja-en-precio-de-la-gasolina-pero-no-ha-dicho-que-trae-pobreza
RTVC ahora contrata actores para entrevistas a favor del gobierno Petro,Quien aparece en ambas imágenes es Manuel José Chitiva representante de los pequeños y medianos transportadores. Se trató de un error en la digitación del nombre del entrevistado en uno de los programas de RTVC.,12/09/2024,Falso,https://colombiacheck.com/chequeos/esta-imagen-no-demuestra-que-rtvc-uso-actores-para-sus-entrevistas-sobre-el-paro-camionero
frases de la juez del caso URIBE,Es mentira que la funcionaria que halló culpable a Uribe haya dicho que Cepeda le entregó lujos al testigo Monsalve o que el reloj espía fue alterado pero era válido.,30/07/2025,Falso,https://colombiacheck.com/chequeos/cuentas-uribistas-atacan-jueza-heredia-con-frases-apocrifas-tergiversadas-o-sacadas-de
Imagen muestra a Álvaro Uribe junto a Pablo Escobar y Carlos Lehder,La imagen fue intervenida con fines humorísticos por un caricaturista en 2013 y ha sido difundida sin contexto en redes sociales desde entonces.,07/04/2025,Falso,https://colombiacheck.com/chequeos/revive-montaje-que-pone-alvaro-uribe-en-foto-junto-pablo-escobar-y-carlos-lehder
Gustavo Petro anunció un medicamento capaz de curar la diabetes,El audiovisual muestra el desmayo de una funcionaria danesa que no tiene relación con la supuesta epidemia y le atribuye falsamente la invención del medicamento a Manuel Elkin Patarroyo.,24/05/2024,Falso,https://colombiacheck.com/chequeos/video-sobre-cura-ficticia-de-la-diabetes-falsifica-voces-de-petro-y-de-un-periodista-de
Abelardo de la Espriella empieza a deportar venezolanos de Colombia,Una grabación que circula en redes sociales como supuesta prueba de los operativos de deportación de venezolanos recientemente ordenados por el presidente Abelardo de la Espriella fue registrada realmente en Cúcuta hace ocho años.,11/09/2026,Falso,https://colombiacheck.com/chequeos/video-de-migrantes-trasladados-en-camiones-no-corresponde-gobierno-de-la-espriella-es-de
Encuesta presidencial de Polymarket: Paloma Valencia lidera,Impacto Huila Noticias saca de contexto cifras de Polymarket como si fueran una muestra de intención de voto a favor de la candidata presidencial uribista.,23/05/2026,Cuestionable,https://colombiacheck.com/chequeos/pagina-huilense-de-facebook-preve-triunfo-de-valencia-con-base-en-datos-de-portal-de
"Foto del ""Ñeñe"" Hernández en el matrimonio de Abelardo de la Espriella",La imagen es de la boda de la exreina Paula Andrea Betancourt con Luis Miguel Zabaleta quienes posan con el investigado ganadero y su esposa María Mónica Urbina.,07/04/2026,Falso,https://colombiacheck.com/chequeos/el-hombre-en-esta-foto-con-el-nene-hernandez-es-un-medico-no-abelardo-de-la-espriella
Petro recibe lluvia de huevo,La grabación ya había sido compartida en 2023 como si fuera reciente pero fue en un acto de campaña de Carlos Caicedo a la Gobernación del Magdalena.,02/01/2025,Cuestionable,https://colombiacheck.com/chequeos/este-video-en-el-que-lanzan-huevos-petro-es-de-2019-cuando-fungia-como-senador
Gobierno de De la Espriella retira 187 televisores de celdas de cárceles,Esto ocurrió en Costa Rica no en Colombia. Las medidas fueron anunciadas por el ministro de Justicia de ese país en julio de 2026.,13/08/2026,Falso,https://colombiacheck.com/chequeos/retiro-de-televisores-y-prohibicion-de-visitas-intimas-en-carceles-no-son-medidas-del
El presidente Petro quiere traer a Colombia 40.000 médicos cubanos,Una vez más suplantaron la imagen del diario para engañar con esta vieja narrativa. No existen registros que respalden la información.,02/07/2025,Falso,https://colombiacheck.com/chequeos/el-tiempo-no-publico-noticia-de-que-petro-quiere-traer-colombia-40000-medicos-cubanos
Petro está transportando en aviones militares a todos los indígenas,La grabación es de 2023 cuando la Guardia Indígena se sumó a la Operación Esperanza para buscar a cuatro niños perdidos en la selva tras un accidente aéreo.,17/09/2024,Falso,https://colombiacheck.com/chequeos/video-de-indigenas-subiendo-un-avion-militar-no-es-para-ir-marcha-de-petro-del-19-de
Video muestra a Uribe elogiando a Carolina Corcho,El expresidente hablaba de Paola Holguín en una entrevista de 2013. El audiovisual fue manipulado y difundido por cuentas petristas.,10/10/2025,Falso,https://colombiacheck.com/chequeos/viejo-video-de-alvaro-uribe-fue-editado-para-hacerlo-parecer-un-elogio-carolina-corcho
La Fundación Santa Fe comunica que falleció el senador Miguel Uribe,Se trata de un documento falso que difundió una cuenta que suplanta a la clínica del norte de Bogotá. El congresista continúa luchando por su vida.,17/06/2025,Falso,https://colombiacheck.com/chequeos/fundacion-santa-fe-no-anuncio-fallecimiento-del-senador-miguel-uribe-este-17-de-junio-en
Exguerrilleros de las FARC fueron indultados por reclutamiento de menores,Rodrigo Londoño y Pastor Alape hacen parte de los seis exintegrantes del Secretariado de la extinta guerrilla imputados por la JEP por los crímenes de reclutamiento y utilización de menores dentro del conflicto armado los cuales no son indultables.,05/03/2026,Falso,https://colombiacheck.com/chequeos/exguerrilleros-de-las-farc-no-fueron-indultados-por-el-delito-de-reclutamiento-de-menores
USA va a bloquear las cuentas de inmigrantes el 30 de mayo,Tampoco existe ningún decreto llamado “Protocolo 88” ni registros de esta supuesta medida en los decretos órdenes ejecutivas ni otras acciones presidenciales de la Casa Blanca.,06/06/2025,Falso,https://colombiacheck.com/chequeos/gobierno-de-trump-no-bloqueo-el-acceso-las-cuentas-bancarias-de-los-migrantes-en-estados
Fenalco y ANDI arremeten contra magistrado Juan Camilo Morales,La pieza que circula en redes sociales hace parte de las desinformaciones que buscan atacar al magistrado que firmó el auto de suspensión provisional del decreto que fijó el salario mínimo para 2026.,19/02/2026,Falso,https://colombiacheck.com/chequeos/supuesta-arremetida-de-gremios-contra-magistrado-juan-camilo-morales-es-una-parodia
CORTE CONSTITUCIONAL FRENA A PETRO PARA CONVOCAR CONSULTA POPULAR POR DECRE,La desinformación surgió por un concepto que entregó una auxiliar desautorizada luego por el tribunal y que difundió la congresista verde Katherine Miranda.,04/06/2025,Falso,https://colombiacheck.com/chequeos/corte-constitucional-no-ha-frenado-la-convocatoria-consulta-popular-por-decreto-que
Propaganda radial de disidencias de las Farc se emitió por emisoras de paz,Un video muestra el uso de una emisora clandestina del grupo armado para reclutar pero fue relacionado falsamente con una radio pública creada en virtud del Acuerdo de 2016.,04/04/2025,Falso,https://colombiacheck.com/chequeos/emisora-de-paz-fue-estigmatizada-con-desinformacion-sobre-transmision-de-disidencias-en
"Video de multitud gritando ""Fuera, Petro"" en un partido de Millonarios",El audio no coincide con los movimientos. El cántico de los hinchas era sobre fútbol según confirmó la persona que hizo la grabación original.,30/04/2026,Falso,https://colombiacheck.com/chequeos/uribistas-montan-arenga-de-fuera-petro-en-video-de-tribuna-de-millonarios-contra-boston
Caja con papeletas electorales en calle de Miami es sabotaje de elecciones,Los votos anticipados se cayeron de un camión por un error humano. Los sellos estaban intactos y nada fue adulterado o dañado según las autoridades.,05/11/2024,Falso,https://colombiacheck.com/chequeos/caja-de-papeletas-hallada-en-miami-no-prueba-intento-de-sabotaje-elecciones-de-eeuu
Uribe pide a Fuerza Pública obedecer Constitución antes que al presidente,La grabación es de mayo de 2025 y cuestiona a Gustavo Petro por unas declaraciones en Barranquilla sobre el papel de la Fuerza Pública en las protestas sociales.,06/08/2026,Cuestionable,https://colombiacheck.com/chequeos/video-de-uribe-llamando-la-fuerza-publica-obedecer-la-constitucion-es-viejo-y-no-tiene
Gustavo Petro trina sobre muerte del narcotraficante alias 'El Mencho',El trino que circula fue publicado por una cuenta que parodia al presidente Gustavo Petro. Hasta ahora el mandatario no se ha pronunciado sobre la muerte del líder del Cártel Jalisco Nueva Generación (CJNG).,23/02/2026,Falso,https://colombiacheck.com/chequeos/petro-no-confundio-alias-el-mencho-con-imitador-de-rafael-orozco
Encuesta de intención de voto da 83% a Abelardo de la Espriella,En las mediciones realizadas en marzo el porcentaje más alto que obtuvo el candidato presidencial de ultraderecha fue el 27 9%.,17/04/2026,Falso,https://colombiacheck.com/chequeos/falsa-encuesta-otorga-un-83-de-intencion-de-voto-abelardo-de-la-espriella
El Gobierno de Gustavo Petro tomará la plata de las cuentas de ahorro,Se hicieron virales videos viejos de Petro hablando de las inversiones forzosas pero nada que ver con sacarle sus ahorros. Aquí le explicamos bien cómo es la vuelta.,24/11/2025,Cuestionable,https://colombiacheck.com/chequeos/el-gobierno-va-sacarnos-la-plata-de-la-cuenta-de-ahorros-como-dicen-en-tiktok
"Profesor petrista de Fecode, Freddy Castellanos, del Hogar Infantil Canadá",Los contratistas de Bienestar Familiar no hacen parte del sistema educativo estatal. El sindicato de maestros desmintió la supuesta relación.,16/05/2025,Falso,https://colombiacheck.com/chequeos/freddy-castellanos-acusado-de-abuso-infantil-en-un-jardin-del-icbf-no-pertenece-fecode
Elsa Noguera dijo que eliminará actos administativos de Petro sobre peajes,No hay registro de la supuesta advertencia en medios ni en sus redes oficiales. La ministra designada de Transporte sí cuestionó en entrevistas la reducción de las tarifas de los peajes pero no dijo lo que le atribuyen.,29/07/2026,Falso,https://colombiacheck.com/chequeos/elsa-noguera-no-dijo-que-eliminara-actos-de-petro-para-devolver-peajes-sarmiento-angulo
Reclamaciones en Salud han disminuido en EPS intervenidas por Supersalud,El presidente usa gráficas del último trimestre de 2024 para mostrar una supuesta mejora de atención pero la tendencia mayoritaria ha sido de aumento en las PQRS.,17/01/2025,Cuestionable,https://colombiacheck.com/chequeos/petro-tapa-aumento-de-quejas-en-eps-intervenidas-con-cifras-de-reduccion-temporal-por-fin
Gustavo Petro es el primer presidente que va al Catatumbo,Uribe Santos y Duque también visitaron la región. La desinformación utiliza como actual el video de un viaje que el presidente hizo en 2022 no del más reciente.,22/01/2025,Falso,https://colombiacheck.com/chequeos/es-falso-que-petro-sea-el-primer-presidente-que-visita-el-catatumbo-como-afirman-perfiles
Imputado por camión bomba en Cali hace parte de la Primera Línea,Las imágenes manipuladas circulan con mensajes en redes que vinculan a alias ‘Sebastián’ con el gobierno actual y las ‘primeras líneas’ de las protestas contra el de Iván Duque.,29/08/2025,Falso,https://colombiacheck.com/chequeos/montajes-de-imputado-por-bomba-en-cali-con-camisetas-de-petro-y-francia-marquez-habrian
Video de ELN presionando votos por Iván Cepeda,La grabación con la que impulsan la narrativa que asocia al candidato presidencial con el grupo ilegal en realidad es de abril de 2025 y no lo menciona.,20/06/2026,Falso,https://colombiacheck.com/chequeos/video-de-presion-del-eln-indigenas-es-viejo-no-tiene-relacion-con-campana-de-cepeda
Viaducto El Gran Manglar gracias a Petro,Esta obra fue contratada e inaugurada durante el gobierno de Juan Manuel Santos. El viaducto está ubicado sobre la Ciénaga de la Virgen en Cartagena.,27/11/2024,Falso,https://colombiacheck.com/chequeos/viaducto-el-gran-manglar-no-es-una-obra-del-gobierno-petro-como-dan-entender-en-redes
Indígenas llegan a Bogotá para marcha a favor de Petro y llenar Plaza,La imagen publicada en redes por cuentas desinformadoras y personalidades como la exvicepresidenta Marta Lucía Ramírez fue captada en Medellín en 2023 y es de indígenas embera pidiendo limosna en esa ciudad. Hace parte de un trabajo periodístico del periódico El Colombiano.,02/05/2024,Falso,https://colombiacheck.com/chequeos/con-foto-de-drama-de-indigenas-embera-en-medellin-desinforman-sobre-la-marcha-del-1-de
Chats del joven que atentó contra Miguel Uribe Turbay,Las conversaciones fueron publicadas horas antes del ataque y se conoce que son de unos jóvenes involucrados presuntamente con el hurto de vehículos en la capital paisa.,09/06/2025,Falso,https://colombiacheck.com/chequeos/chats-que-caracol-relaciono-con-el-atentado-contra-miguel-uribe-son-de-otro-suceso-en
Sura y Sanitas se reunieron con Petro y lo pusieron contra las cuerdas,Ya desmentimos esta cadena en marzo de 2024. Contrario a lo que dice el texto el gobierno intervino Sanitas y le negó a Sura su retiro del sistema de salud.,13/02/2025,Falso,https://colombiacheck.com/chequeos/revive-desinformacion-sobre-supuesta-reunion-en-la-que-dos-eps-pusieron-petro-contra-las
Petro dice que está haciendo un pacto con Satanás,El audio editado que circula en redes toma fragmentos de un discurso que dio como precandidato presidencial por Colombia Humana en septiembre de 2021 en Barranquilla.,16/05/2024,Falso,https://colombiacheck.com/chequeos/audio-en-el-que-supuestamente-petro-dice-que-esta-haciendo-un-pacto-con-satanas-es-un
Petro tiene una favorabilidad del 84%,En las más recientes encuestas el presidente marca alrededor del 40%. Desde que asumió el cargo nunca ha superado el 62%.,26/06/2024,Falso,https://colombiacheck.com/chequeos/favorabilidad-de-petro-no-es-del-84-como-afirman-publicaciones-en-x
Esposa de Miguel Uribe no llegó en ambulancia a Clínica Santa Fe,El video usado para alimentar la narrativa de un montaje es de la llegada de Tarazona a Medicentro donde el senador fue atendido antes que en la Santa Fe.,16/07/2025,Falso,https://colombiacheck.com/chequeos/esposa-de-miguel-uribe-llego-pie-una-clinica-y-en-ambulancia-otra-no-mintio-en-entrevista
Una persona fallecida fue jurado de votación en las elecciones de 2026,El formulario E-14 que circula como supuesta prueba tiene un dígito menos en el número de cédula por un error de escritura. El número correcto pertenece a un ciudadano vivo.,15/07/2026,Falso,https://colombiacheck.com/chequeos/no-es-cierto-que-una-persona-fallecida-fue-jurado-de-votacion-en-estados-unidos-durante-la
Que Vicky Dávila no se confunda conmigo: Iván Name,En redes se le atribuye esta declaración al presidente del Senado involucrado en el escándalo de corrupción de la UNGRD que reveló Semana medio que dirige la periodista.,08/05/2024,Falso,https://colombiacheck.com/chequeos/ivan-name-no-amenazo-vicky-davila-con-revelar-como-lava-el-dinero-del-narcotrafico-de-los
Gobierno Petro anunció 5000 millones de dólares para reconstruir Gaza,Un perfil de X conocido por generar información falsa usó declaraciones del canciller Luis Gilberto Murillo para inventar una supuesta inversión que realmente no fue anunciada.,20/11/2024,Falso,https://colombiacheck.com/chequeos/gobierno-petro-no-anuncio-5000-millones-de-dolares-para-reconstruccion-de-gaza
soy responsable de la vida y dignidad de un millón de venezolanos,El presidente aseguró en un trino que es “responsable de la vida y dignidad de un millón de venezolanos” pero los datos de su propio gobierno son que hay 2 8 millones de migrantes en el país.,17/01/2025,Falso,https://colombiacheck.com/chequeos/petro-habla-de-un-millon-de-migrantes-venezolanos-en-colombia-cuando-la-cifra-es-casi-el
Gobierno Petro paga salario de 1700000 a soldados regulares.,La imagen viral exagera el aumento otorgado por la administración actual a la bonificación de los uniformados con una gráfica basada en cifras falsas.,01/08/2025,Falso,https://colombiacheck.com/chequeos/medio-petrista-difunde-comparacion-mentirosa-entre-sueldos-de-soldados-en-distintos
Todos los guerrilleros de las FARC serán atendidos en el Hospital Militar,La atención no será para todos los exguerrilleros incluidas las disidencias sino para firmantes del Acuerdo de Paz en condición de discapacidad para su rehabilitación por lesiones de guerra.,29/05/2024,Cuestionable,https://colombiacheck.com/chequeos/publicaciones-desinforman-sobre-atencion-exmiembros-de-las-farc-en-el-hospital-militar-de
Llegan buses con personas a Bogotá para apoyar a Petro y le están pagando,La grabación corresponde a las movilizaciones del 1 de mayo de 2024 en Bogotá en apoyo a las reformas del gobierno Petro.,18/03/2025,Cuestionable,https://colombiacheck.com/chequeos/este-video-de-personas-recibiendo-refrigerios-no-es-de-las-marchas-de-este-martes-18-de
Su muerte a manos del régimen no quedará impune,Ni la líder opositora ni su comando de campaña han emitido notas de condolencias por la muerte del criminal abatido por las fuerzas de seguridad venezolanas.,27/01/2025,Falso,https://colombiacheck.com/chequeos/no-maria-corina-machado-y-su-comando-no-emitieron-nota-lamentando-la-muerte-del-criminal
El gobierno Duque dejó una deuda Fondo de Combustibles por 65 billones,El influenciador petrista infló la cifra del déficit en el FEPC y cometió otras imprecisiones al respecto como el hueco fiscal que aún resta por cubrir.,09/07/2024,Cuestionable,https://colombiacheck.com/chequeos/duque-no-dejo-deuda-de-65-billones-en-fondo-de-combustible-como-dijo-celso-tete-crespo
Procuraduría confirmó fraude electoral a través de alerta tras elecciones.,La entidad no validó la tesis de una irregularidad sistémica en los comicios; sólo advirtió sobre personas que se están haciendo pasar por funcionarios en Amazonas.,25/03/2026,Falso,https://colombiacheck.com/chequeos/procuraduria-alerto-sobre-suplantadores-no-le-dio-la-razon-petro-sobre-supuesto-fraude
Bukele tiene una aprobación del 87% y Petro una desaprobación del 87%,El presidente de El Salvador tiene una popularidad incluso mayor que la expuesta en la gráfica y el balance negativo del mandatario colombiano no es tan alto.,15/05/2024,Cuestionable,https://colombiacheck.com/chequeos/imagen-que-compara-aprobacion-y-desaprobacion-de-bukele-y-petro-usa-datos-cuestionables
Foto muestra a Abelardo De La Espriella disfrazado de Hello Kitty,Armando Benedetti el caricaturista Matador y otras cuentas afines al gobierno Petro atacan al precandidato de la derecha con publicaciones y montajes en las que lo comparan con la caricatura Hello Kitty,14/11/2025,Falso,https://colombiacheck.com/chequeos/con-foto-hecha-con-ia-petristas-amplifican-narrativa-homofobica-en-contra-de-abelardo-de
10 de cada 10 colombianos aprueban la gestión de Petro,Se trata de un montaje a partir de otra pieza de redes sociales. La aprobación de Petro no sobrepasa el 50% en las encuestas más recientes.,19/12/2025,Falso,https://colombiacheck.com/chequeos/no-es-cierto-que-la-gestion-de-gustavo-petro-tenga-una-aprobacion-del-99
Video de centro comercial lleno por temporada navideña de 2024 en Colombia,El clip de un edificio lleno de gente haciendo compras es usado para defender la gestión económica de Gustavo Petro pero en realidad fue grabado en una ciudad cerca de Hong Kong.,27/12/2024,Falso,https://colombiacheck.com/chequeos/este-video-es-de-china-no-de-un-centro-comercial-en-colombia-como-dicen-cuentas-petristas
Iván Cepeda dijo que en su presidencia eliminará el Banco de la República,No hay evidencia de que el precandidato presidencial del Pacto Histórico haya hecho esa declaración. La pieza manipula una publicación del medio de comunicación sobre otro tema.,28/01/2026,Falso,https://colombiacheck.com/chequeos/montaje-el-tiempo-atribuye-cepeda-falsa-promesa-de-eliminar-el-banco-de-la-republica
Contrato de Miguel Uribe con la UNGRD lo incrimina en caso de corrupción,El vínculo con Gestión del Riesgo existió pero en 2020 durante el gobierno Duque. No se relaciona con el escándalo del gobierno actual por hechos de 2023 y 2024.,14/08/2025,Cuestionable,https://colombiacheck.com/chequeos/viejo-contrato-de-miguel-uribe-con-ungrd-es-sacado-de-contexto-para-insinuar-corrupcion
Foto de Alvaro Uribe junto a Pablo Escobar,Esta imagen varias veces desmentida volvió a circular tras las críticas del expresidente colombiano al régimen de Maduro por su tercera posesión.,13/01/2025,Falso,https://colombiacheck.com/chequeos/periodista-chavista-revive-montaje-de-foto-en-el-que-aparece-alvaro-uribe-junto-pablo
Video donde Gustavo Petro dice que recogerá firmas para la Constituyente,Petro pronunció esas palabras el 27 de mayo cuatro días antes de la primera vuelta y ocho días antes de que el comité promotor anunciara la suspensión del proceso de recolección de firmas.,10/06/2026,Cuestionable,https://colombiacheck.com/chequeos/video-en-que-petro-pide-firmas-para-la-constituyente-es-anterior-la-primera-vuelta-no-de
